the input_files/RomeoAndJuliet.txt:866
bridegroom input_files/RomeoAndJuliet.txt:4
thankful input_files/RomeoAndJuliet.txt:2
choplogic input_files/RomeoAndJuliet.txt:1
minion input_files/RomeoAndJuliet.txt:1
thankings input_files/RomeoAndJuliet.txt:1
prouds input_files/RomeoAndJuliet.txt:1
fettle input_files/RomeoAndJuliet.txt:1
joints input_files/RomeoAndJuliet.txt:3
gainst input_files/RomeoAndJuliet.txt:1
drag input_files/RomeoAndJuliet.txt:1
hurdle input_files/RomeoAndJuliet.txt:1
greensickness input_files/RomeoAndJuliet.txt:1
baggage input_files/RomeoAndJuliet.txt:2
tallowface input_files/RomeoAndJuliet.txt:1
disobedient input_files/RomeoAndJuliet.txt:2
reply input_files/RomeoAndJuliet.txt:1
itch input_files/RomeoAndJuliet.txt:1
scarce input_files/RomeoAndJuliet.txt:1
curse input_files/RomeoAndJuliet.txt:1
hilding input_files/RomeoAndJuliet.txt:1
blame input_files/RomeoAndJuliet.txt:1
rate input_files/RomeoAndJuliet.txt:2
prudence input_files/RomeoAndJuliet.txt:1
smatter input_files/RomeoAndJuliet.txt:1
gossips input_files/RomeoAndJuliet.txt:2
treason input_files/RomeoAndJuliet.txt:1
godigoden input_files/RomeoAndJuliet.txt:1
mumbling input_files/RomeoAndJuliet.txt:1
utter input_files/RomeoAndJuliet.txt:1
gravity input_files/RomeoAndJuliet.txt:1
bowl input_files/RomeoAndJuliet.txt:1
bread input_files/RomeoAndJuliet.txt:1
waking input_files/RomeoAndJuliet.txt:4
sleeping input_files/RomeoAndJuliet.txt:2
princely input_files/RomeoAndJuliet.txt:1
parentage input_files/RomeoAndJuliet.txt:1
nobly input_files/RomeoAndJuliet.txt:1
traind input_files/RomeoAndJuliet.txt:1
stuffd input_files/RomeoAndJuliet.txt:2
proportiond input_files/RomeoAndJuliet.txt:1
ones input_files/RomeoAndJuliet.txt:1
puling input_files/RomeoAndJuliet.txt:1
whining input_files/RomeoAndJuliet.txt:1
mammet input_files/RomeoAndJuliet.txt:1
graze input_files/RomeoAndJuliet.txt:1
ont input_files/RomeoAndJuliet.txt:2
advise input_files/RomeoAndJuliet.txt:1
starve input_files/RomeoAndJuliet.txt:1
acknowledge input_files/RomeoAndJuliet.txt:1
sees input_files/RomeoAndJuliet.txt:1
week input_files/RomeoAndJuliet.txt:2
bridal input_files/RomeoAndJuliet.txt:3
dim input_files/RomeoAndJuliet.txt:2
monument input_files/RomeoAndJuliet.txt:7
prevented input_files/RomeoAndJuliet.txt:1
leaving input_files/RomeoAndJuliet.txt:1
practise input_files/RomeoAndJuliet.txt:1
stratagems input_files/RomeoAndJuliet.txt:1
subject input_files/RomeoAndJuliet.txt:2
needs input_files/RomeoAndJuliet.txt:4
stealth input_files/RomeoAndJuliet.txt:1
dishclout input_files/RomeoAndJuliet.txt:1
eagle input_files/RomeoAndJuliet.txt:1
quick input_files/RomeoAndJuliet.txt:2
twere input_files/RomeoAndJuliet.txt:1
speakst input_files/RomeoAndJuliet.txt:2
comforted input_files/RomeoAndJuliet.txt:1
marvellous input_files/RomeoAndJuliet.txt:1
displeasd input_files/RomeoAndJuliet.txt:1
absolvd input_files/RomeoAndJuliet.txt:1
damnation input_files/RomeoAndJuliet.txt:1
wicked input_files/RomeoAndJuliet.txt:1
dispraise input_files/RomeoAndJuliet.txt:1
praisd input_files/RomeoAndJuliet.txt:1
twain input_files/RomeoAndJuliet.txt:2
remedy input_files/RomeoAndJuliet.txt:3
slack input_files/RomeoAndJuliet.txt:1
uneven input_files/RomeoAndJuliet.txt:1
immoderately input_files/RomeoAndJuliet.txt:1
counts input_files/RomeoAndJuliet.txt:1
dangerous input_files/RomeoAndJuliet.txt:1
sway input_files/RomeoAndJuliet.txt:1
hastes input_files/RomeoAndJuliet.txt:1
inundation input_files/RomeoAndJuliet.txt:1
minded input_files/RomeoAndJuliet.txt:1
society input_files/RomeoAndJuliet.txt:1
slowd input_files/RomeoAndJuliet.txt:1
certain input_files/RomeoAndJuliet.txt:3
text input_files/RomeoAndJuliet.txt:1
abusd input_files/RomeoAndJuliet.txt:1
victory input_files/RomeoAndJuliet.txt:1
wrongst input_files/RomeoAndJuliet.txt:1
report input_files/RomeoAndJuliet.txt:1
spake input_files/RomeoAndJuliet.txt:2
slandred input_files/RomeoAndJuliet.txt:1
leisure input_files/RomeoAndJuliet.txt:2
evening input_files/RomeoAndJuliet.txt:1
mass input_files/RomeoAndJuliet.txt:2
serves input_files/RomeoAndJuliet.txt:1
pensive input_files/RomeoAndJuliet.txt:1
shield input_files/RomeoAndJuliet.txt:1
strains input_files/RomeoAndJuliet.txt:1
compass input_files/RomeoAndJuliet.txt:1
prorogue input_files/RomeoAndJuliet.txt:1
hearst input_files/RomeoAndJuliet.txt:2
prevent input_files/RomeoAndJuliet.txt:3
resolution input_files/RomeoAndJuliet.txt:1
presently input_files/RomeoAndJuliet.txt:3
joind input_files/RomeoAndJuliet.txt:1
seald input_files/RomeoAndJuliet.txt:2
label input_files/RomeoAndJuliet.txt:1
deed input_files/RomeoAndJuliet.txt:1
treacherous input_files/RomeoAndJuliet.txt:1
revolt input_files/RomeoAndJuliet.txt:1
longexperiencd input_files/RomeoAndJuliet.txt:1
present input_files/RomeoAndJuliet.txt:3
extremes input_files/RomeoAndJuliet.txt:1
empire input_files/RomeoAndJuliet.txt:1
arbitrating input_files/RomeoAndJuliet.txt:1
commission input_files/RomeoAndJuliet.txt:1
issue input_files/RomeoAndJuliet.txt:1
execution input_files/RomeoAndJuliet.txt:1
likely input_files/RomeoAndJuliet.txt:1
undertake input_files/RomeoAndJuliet.txt:1
copst input_files/RomeoAndJuliet.txt:1
darst input_files/RomeoAndJuliet.txt:1
battlements input_files/RomeoAndJuliet.txt:1
tower input_files/RomeoAndJuliet.txt:1
thievish input_files/RomeoAndJuliet.txt:1
lurk input_files/RomeoAndJuliet.txt:1
serpents input_files/RomeoAndJuliet.txt:1
chain input_files/RomeoAndJuliet.txt:1
roaring input_files/RomeoAndJuliet.txt:2
charnel input_files/RomeoAndJuliet.txt:1
oercoverd input_files/RomeoAndJuliet.txt:1
quite input_files/RomeoAndJuliet.txt:2
rattling input_files/RomeoAndJuliet.txt:1
reeky input_files/RomeoAndJuliet.txt:1
shanks input_files/RomeoAndJuliet.txt:1
yellow input_files/RomeoAndJuliet.txt:1
chapless input_files/RomeoAndJuliet.txt:1
skulls input_files/RomeoAndJuliet.txt:2
newmade input_files/RomeoAndJuliet.txt:2
shroud input_files/RomeoAndJuliet.txt:3
unstaind input_files/RomeoAndJuliet.txt:1
vial input_files/RomeoAndJuliet.txt:2
distilled input_files/RomeoAndJuliet.txt:1
liquor input_files/RomeoAndJuliet.txt:1
drink input_files/RomeoAndJuliet.txt:3
drowsy input_files/RomeoAndJuliet.txt:1
pulse input_files/RomeoAndJuliet.txt:1
progress input_files/RomeoAndJuliet.txt:1
surcease input_files/RomeoAndJuliet.txt:1
warmth input_files/RomeoAndJuliet.txt:1
testify input_files/RomeoAndJuliet.txt:1
livest input_files/RomeoAndJuliet.txt:1
roses input_files/RomeoAndJuliet.txt:2
fade input_files/RomeoAndJuliet.txt:1
paly input_files/RomeoAndJuliet.txt:1
deprivd input_files/RomeoAndJuliet.txt:1
supple input_files/RomeoAndJuliet.txt:1
government input_files/RomeoAndJuliet.txt:1
stiff input_files/RomeoAndJuliet.txt:2
stark input_files/RomeoAndJuliet.txt:1
borrowed input_files/RomeoAndJuliet.txt:2
shrunk input_files/RomeoAndJuliet.txt:1
continue input_files/RomeoAndJuliet.txt:1
twoandforty input_files/RomeoAndJuliet.txt:1
awake input_files/RomeoAndJuliet.txt:2
pleasant input_files/RomeoAndJuliet.txt:1
manner input_files/RomeoAndJuliet.txt:1
country input_files/RomeoAndJuliet.txt:3
uncovered input_files/RomeoAndJuliet.txt:1
borne input_files/RomeoAndJuliet.txt:1
vault input_files/RomeoAndJuliet.txt:9
kindred input_files/RomeoAndJuliet.txt:1
toy input_files/RomeoAndJuliet.txt:1
abate input_files/RomeoAndJuliet.txt:1
acting input_files/RomeoAndJuliet.txt:1
prosperous input_files/RomeoAndJuliet.txt:2
resolve input_files/RomeoAndJuliet.txt:1
speed input_files/RomeoAndJuliet.txt:3
invite input_files/RomeoAndJuliet.txt:1
hire input_files/RomeoAndJuliet.txt:3
cooks input_files/RomeoAndJuliet.txt:1
try input_files/RomeoAndJuliet.txt:2
lick input_files/RomeoAndJuliet.txt:3
cook input_files/RomeoAndJuliet.txt:2
begone input_files/RomeoAndJuliet.txt:1
unfurnishd input_files/RomeoAndJuliet.txt:1
forsooth input_files/RomeoAndJuliet.txt:1
peevish input_files/RomeoAndJuliet.txt:1
selfwilld input_files/RomeoAndJuliet.txt:1
harlotry input_files/RomeoAndJuliet.txt:1
headstrong input_files/RomeoAndJuliet.txt:1
gadding input_files/RomeoAndJuliet.txt:1
opposition input_files/RomeoAndJuliet.txt:1
behests input_files/RomeoAndJuliet.txt:1
enjoind input_files/RomeoAndJuliet.txt:1
prostrate input_files/RomeoAndJuliet.txt:1
knot input_files/RomeoAndJuliet.txt:1
knit input_files/RomeoAndJuliet.txt:1
becomed input_files/RomeoAndJuliet.txt:1
stepping input_files/RomeoAndJuliet.txt:1
bounds input_files/RomeoAndJuliet.txt:1
ast input_files/RomeoAndJuliet.txt:1
reverend input_files/RomeoAndJuliet.txt:1
city input_files/RomeoAndJuliet.txt:4
closet input_files/RomeoAndJuliet.txt:1
sort input_files/RomeoAndJuliet.txt:1
needful input_files/RomeoAndJuliet.txt:1
fit input_files/RomeoAndJuliet.txt:2
furnish input_files/RomeoAndJuliet.txt:1
provision input_files/RomeoAndJuliet.txt:2
tush input_files/RomeoAndJuliet.txt:2
deck input_files/RomeoAndJuliet.txt:1
housewife input_files/RomeoAndJuliet.txt:1
wondrous input_files/RomeoAndJuliet.txt:1
wayward input_files/RomeoAndJuliet.txt:1
reclaimd input_files/RomeoAndJuliet.txt:1
attires input_files/RomeoAndJuliet.txt:1
orisons input_files/RomeoAndJuliet.txt:1
cross input_files/RomeoAndJuliet.txt:2
busy input_files/RomeoAndJuliet.txt:1
culld input_files/RomeoAndJuliet.txt:1
necessaries input_files/RomeoAndJuliet.txt:1
behooffull input_files/RomeoAndJuliet.txt:1
knows input_files/RomeoAndJuliet.txt:3
thrills input_files/RomeoAndJuliet.txt:1
freezes input_files/RomeoAndJuliet.txt:1
heat input_files/RomeoAndJuliet.txt:1
mixture input_files/RomeoAndJuliet.txt:1
lays input_files/RomeoAndJuliet.txt:2
subtilly input_files/RomeoAndJuliet.txt:1
ministred input_files/RomeoAndJuliet.txt:1
dishonourd input_files/RomeoAndJuliet.txt:1
tried input_files/RomeoAndJuliet.txt:1
entertain input_files/RomeoAndJuliet.txt:1
wake input_files/RomeoAndJuliet.txt:5
redeem input_files/RomeoAndJuliet.txt:1
stifled input_files/RomeoAndJuliet.txt:1
mouth input_files/RomeoAndJuliet.txt:2
healthsome input_files/RomeoAndJuliet.txt:1
breathes input_files/RomeoAndJuliet.txt:1
strangled input_files/RomeoAndJuliet.txt:1
horrible input_files/RomeoAndJuliet.txt:1
together input_files/RomeoAndJuliet.txt:1
receptacle input_files/RomeoAndJuliet.txt:1
buried input_files/RomeoAndJuliet.txt:4
ancestors input_files/RomeoAndJuliet.txt:1
packd input_files/RomeoAndJuliet.txt:1
festring input_files/RomeoAndJuliet.txt:1
spirits input_files/RomeoAndJuliet.txt:1
resort input_files/RomeoAndJuliet.txt:1
smells input_files/RomeoAndJuliet.txt:1
shrieks input_files/RomeoAndJuliet.txt:1
mandrakes input_files/RomeoAndJuliet.txt:1
torn input_files/RomeoAndJuliet.txt:1
hearing input_files/RomeoAndJuliet.txt:2
distraught input_files/RomeoAndJuliet.txt:1
environed input_files/RomeoAndJuliet.txt:1
hideous input_files/RomeoAndJuliet.txt:1
fears input_files/RomeoAndJuliet.txt:1
madly input_files/RomeoAndJuliet.txt:1
forefathers input_files/RomeoAndJuliet.txt:1
kinsmans input_files/RomeoAndJuliet.txt:1
club input_files/RomeoAndJuliet.txt:1
dash input_files/RomeoAndJuliet.txt:1
desprate input_files/RomeoAndJuliet.txt:2
ghost input_files/RomeoAndJuliet.txt:1
seeking input_files/RomeoAndJuliet.txt:1
spit input_files/RomeoAndJuliet.txt:1
rapiers input_files/RomeoAndJuliet.txt:1
keys input_files/RomeoAndJuliet.txt:1
spices input_files/RomeoAndJuliet.txt:1
dates input_files/RomeoAndJuliet.txt:1
quinces input_files/RomeoAndJuliet.txt:1
pastry input_files/RomeoAndJuliet.txt:1
cock input_files/RomeoAndJuliet.txt:1
crowd input_files/RomeoAndJuliet.txt:1
curfew input_files/RomeoAndJuliet.txt:1
bell input_files/RomeoAndJuliet.txt:2
rung input_files/RomeoAndJuliet.txt:1
bakd input_files/RomeoAndJuliet.txt:1
meats input_files/RomeoAndJuliet.txt:1
angelica input_files/RomeoAndJuliet.txt:1
spare input_files/RomeoAndJuliet.txt:1
cotquean input_files/RomeoAndJuliet.txt:1
watching input_files/RomeoAndJuliet.txt:2
whit input_files/RomeoAndJuliet.txt:1
watchd input_files/RomeoAndJuliet.txt:1
lesser input_files/RomeoAndJuliet.txt:1
mousehunt input_files/RomeoAndJuliet.txt:1
jealous input_files/RomeoAndJuliet.txt:3
spits input_files/RomeoAndJuliet.txt:1
logs input_files/RomeoAndJuliet.txt:3
baskets input_files/RomeoAndJuliet.txt:1
drier input_files/RomeoAndJuliet.txt:1
trouble input_files/RomeoAndJuliet.txt:2
whoreson input_files/RomeoAndJuliet.txt:1
loggerhead input_files/RomeoAndJuliet.txt:1
waken input_files/RomeoAndJuliet.txt:1
chat input_files/RomeoAndJuliet.txt:1
slugabed input_files/RomeoAndJuliet.txt:1
sweetheart input_files/RomeoAndJuliet.txt:1
pennyworths input_files/RomeoAndJuliet.txt:1
forgive input_files/RomeoAndJuliet.txt:2
fright input_files/RomeoAndJuliet.txt:1
dressd input_files/RomeoAndJuliet.txt:1
clothes input_files/RomeoAndJuliet.txt:1
aquavitae input_files/RomeoAndJuliet.txt:1
revive input_files/RomeoAndJuliet.txt:1
deceasd input_files/RomeoAndJuliet.txt:1
settled input_files/RomeoAndJuliet.txt:1
separated input_files/RomeoAndJuliet.txt:1
frost input_files/RomeoAndJuliet.txt:1
woful input_files/RomeoAndJuliet.txt:7
wail input_files/RomeoAndJuliet.txt:1
ties input_files/RomeoAndJuliet.txt:1
deflowered input_files/RomeoAndJuliet.txt:1
soninlaw input_files/RomeoAndJuliet.txt:1
accursd input_files/RomeoAndJuliet.txt:1
unhappy input_files/RomeoAndJuliet.txt:2
lasting input_files/RomeoAndJuliet.txt:1
labour input_files/RomeoAndJuliet.txt:1
pilgrimage input_files/RomeoAndJuliet.txt:1
solace input_files/RomeoAndJuliet.txt:1
catchd input_files/RomeoAndJuliet.txt:1
divorced input_files/RomeoAndJuliet.txt:1
wronged input_files/RomeoAndJuliet.txt:1
spited input_files/RomeoAndJuliet.txt:1
detestable input_files/RomeoAndJuliet.txt:2
overthrown input_files/RomeoAndJuliet.txt:1
despisd input_files/RomeoAndJuliet.txt:1
distressed input_files/RomeoAndJuliet.txt:1
hated input_files/RomeoAndJuliet.txt:1
martyrd input_files/RomeoAndJuliet.txt:1
uncomfortable input_files/RomeoAndJuliet.txt:1
joys input_files/RomeoAndJuliet.txt:2
confusions input_files/RomeoAndJuliet.txt:2
eternal input_files/RomeoAndJuliet.txt:1
promotion input_files/RomeoAndJuliet.txt:2
advancd input_files/RomeoAndJuliet.txt:2
seeing input_files/RomeoAndJuliet.txt:2
stick input_files/RomeoAndJuliet.txt:1
custom input_files/RomeoAndJuliet.txt:1
bids input_files/RomeoAndJuliet.txt:1
lament input_files/RomeoAndJuliet.txt:1
reasons input_files/RomeoAndJuliet.txt:1
merriment input_files/RomeoAndJuliet.txt:1
ordained input_files/RomeoAndJuliet.txt:1
office input_files/RomeoAndJuliet.txt:4
funeral input_files/RomeoAndJuliet.txt:1
instruments input_files/RomeoAndJuliet.txt:2
melancholy input_files/RomeoAndJuliet.txt:1
bells input_files/RomeoAndJuliet.txt:1
burial input_files/RomeoAndJuliet.txt:1
solemn input_files/RomeoAndJuliet.txt:1
hymns input_files/RomeoAndJuliet.txt:1
dirges input_files/RomeoAndJuliet.txt:1
lowr input_files/RomeoAndJuliet.txt:1
crossing input_files/RomeoAndJuliet.txt:1
manent input_files/RomeoAndJuliet.txt:1
mus input_files/RomeoAndJuliet.txt:14
pipes input_files/RomeoAndJuliet.txt:1
pitiful input_files/RomeoAndJuliet.txt:2
amended input_files/RomeoAndJuliet.txt:1
pet input_files/RomeoAndJuliet.txt:10
dump input_files/RomeoAndJuliet.txt:2
money input_files/RomeoAndJuliet.txt:4
gleek input_files/RomeoAndJuliet.txt:1
minstrel input_files/RomeoAndJuliet.txt:1
servingcreature input_files/RomeoAndJuliet.txt:1
servingcreatures input_files/RomeoAndJuliet.txt:1
pate input_files/RomeoAndJuliet.txt:1
crotchets input_files/RomeoAndJuliet.txt:1
re input_files/RomeoAndJuliet.txt:2
fa input_files/RomeoAndJuliet.txt:2
iron input_files/RomeoAndJuliet.txt:5
griping input_files/RomeoAndJuliet.txt:1
doleful input_files/RomeoAndJuliet.txt:1
dumps input_files/RomeoAndJuliet.txt:1
oppress input_files/RomeoAndJuliet.txt:1
simon input_files/RomeoAndJuliet.txt:1
catling input_files/RomeoAndJuliet.txt:1
hugh input_files/RomeoAndJuliet.txt:1
rebeck input_files/RomeoAndJuliet.txt:1
james input_files/RomeoAndJuliet.txt:1
soundpost input_files/RomeoAndJuliet.txt:1
singer input_files/RomeoAndJuliet.txt:1
speedy input_files/RomeoAndJuliet.txt:1
lend input_files/RomeoAndJuliet.txt:1
redress input_files/RomeoAndJuliet.txt:1
pestilent input_files/RomeoAndJuliet.txt:1
tarry input_files/RomeoAndJuliet.txt:1
mourners input_files/RomeoAndJuliet.txt:1
flattering input_files/RomeoAndJuliet.txt:1
presage input_files/RomeoAndJuliet.txt:1
bosoms input_files/RomeoAndJuliet.txt:1
lightly input_files/RomeoAndJuliet.txt:1
lifts input_files/RomeoAndJuliet.txt:1
cheerful input_files/RomeoAndJuliet.txt:1
emperor input_files/RomeoAndJuliet.txt:1
booted input_files/RomeoAndJuliet.txt:1
fares input_files/RomeoAndJuliet.txt:1
capels input_files/RomeoAndJuliet.txt:2
angels input_files/RomeoAndJuliet.txt:1
low input_files/RomeoAndJuliet.txt:1
kindreds input_files/RomeoAndJuliet.txt:2
post input_files/RomeoAndJuliet.txt:2
bringing input_files/RomeoAndJuliet.txt:1
defy input_files/RomeoAndJuliet.txt:2
ink input_files/RomeoAndJuliet.txt:1
posthorses input_files/RomeoAndJuliet.txt:1
import input_files/RomeoAndJuliet.txt:2
misadventure input_files/RomeoAndJuliet.txt:2
mischief input_files/RomeoAndJuliet.txt:1
hereabouts input_files/RomeoAndJuliet.txt:1
dwells input_files/RomeoAndJuliet.txt:1
noted input_files/RomeoAndJuliet.txt:1
tattred input_files/RomeoAndJuliet.txt:1
overwhelming input_files/RomeoAndJuliet.txt:1
culling input_files/RomeoAndJuliet.txt:1
simples input_files/RomeoAndJuliet.txt:1
meagre input_files/RomeoAndJuliet.txt:1
shop input_files/RomeoAndJuliet.txt:2
tortoise input_files/RomeoAndJuliet.txt:1
hung input_files/RomeoAndJuliet.txt:1
alligator input_files/RomeoAndJuliet.txt:1
skins input_files/RomeoAndJuliet.txt:1
illshaped input_files/RomeoAndJuliet.txt:1
fishes input_files/RomeoAndJuliet.txt:1
shelves input_files/RomeoAndJuliet.txt:1
beggarly input_files/RomeoAndJuliet.txt:1
boxes input_files/RomeoAndJuliet.txt:1
earthen input_files/RomeoAndJuliet.txt:1
pots input_files/RomeoAndJuliet.txt:1
bladders input_files/RomeoAndJuliet.txt:1
musty input_files/RomeoAndJuliet.txt:1
seeds input_files/RomeoAndJuliet.txt:1
remnants input_files/RomeoAndJuliet.txt:1
packthread input_files/RomeoAndJuliet.txt:1
cakes input_files/RomeoAndJuliet.txt:1
thinly input_files/RomeoAndJuliet.txt:1
scattered input_files/RomeoAndJuliet.txt:2
noting input_files/RomeoAndJuliet.txt:1
penury input_files/RomeoAndJuliet.txt:1
sale input_files/RomeoAndJuliet.txt:1
caitiff input_files/RomeoAndJuliet.txt:1
sell input_files/RomeoAndJuliet.txt:4
forerun input_files/RomeoAndJuliet.txt:1
holiday input_files/RomeoAndJuliet.txt:1
apoth input_files/RomeoAndJuliet.txt:4
loud input_files/RomeoAndJuliet.txt:1
forty input_files/RomeoAndJuliet.txt:1
ducats input_files/RomeoAndJuliet.txt:1
soonspeeding input_files/RomeoAndJuliet.txt:1
disperse input_files/RomeoAndJuliet.txt:1
lifeweary input_files/RomeoAndJuliet.txt:1
taker input_files/RomeoAndJuliet.txt:1
mall input_files/RomeoAndJuliet.txt:1
trunk input_files/RomeoAndJuliet.txt:1
dischargd input_files/RomeoAndJuliet.txt:1
violently input_files/RomeoAndJuliet.txt:1
hasty input_files/RomeoAndJuliet.txt:1
fird input_files/RomeoAndJuliet.txt:1
hurry input_files/RomeoAndJuliet.txt:1
cannons input_files/RomeoAndJuliet.txt:1
drugs input_files/RomeoAndJuliet.txt:2
mantuas input_files/RomeoAndJuliet.txt:1
utters input_files/RomeoAndJuliet.txt:1
wretchedness input_files/RomeoAndJuliet.txt:1
fearest input_files/RomeoAndJuliet.txt:1
famine input_files/RomeoAndJuliet.txt:1
starveth input_files/RomeoAndJuliet.txt:1
contempt input_files/RomeoAndJuliet.txt:1
beggary input_files/RomeoAndJuliet.txt:1
affords input_files/RomeoAndJuliet.txt:1
poverty input_files/RomeoAndJuliet.txt:2
consents input_files/RomeoAndJuliet.txt:1
liquid input_files/RomeoAndJuliet.txt:1
dispatch input_files/RomeoAndJuliet.txt:1
compounds input_files/RomeoAndJuliet.txt:1
cordial input_files/RomeoAndJuliet.txt:1
laur input_files/RomeoAndJuliet.txt:4
barefoot input_files/RomeoAndJuliet.txt:1
associate input_files/RomeoAndJuliet.txt:1
visiting input_files/RomeoAndJuliet.txt:1
finding input_files/RomeoAndJuliet.txt:1
searchers input_files/RomeoAndJuliet.txt:1
suspecting input_files/RomeoAndJuliet.txt:1
infectious input_files/RomeoAndJuliet.txt:1
pestilence input_files/RomeoAndJuliet.txt:1
doors input_files/RomeoAndJuliet.txt:2
brotherhood input_files/RomeoAndJuliet.txt:1
neglecting input_files/RomeoAndJuliet.txt:1
danger input_files/RomeoAndJuliet.txt:1
notice input_files/RomeoAndJuliet.txt:4
accidents input_files/RomeoAndJuliet.txt:1
churchyard input_files/RomeoAndJuliet.txt:7
aloof input_files/RomeoAndJuliet.txt:3
yew input_files/RomeoAndJuliet.txt:2
holding input_files/RomeoAndJuliet.txt:1
tread input_files/RomeoAndJuliet.txt:1
loose input_files/RomeoAndJuliet.txt:2
unfirm input_files/RomeoAndJuliet.txt:1
digging input_files/RomeoAndJuliet.txt:1
graves input_files/RomeoAndJuliet.txt:2
whistle input_files/RomeoAndJuliet.txt:2
signal input_files/RomeoAndJuliet.txt:1
afraid input_files/RomeoAndJuliet.txt:1
retires input_files/RomeoAndJuliet.txt:3
strew input_files/RomeoAndJuliet.txt:4
canopy input_files/RomeoAndJuliet.txt:1
dust input_files/RomeoAndJuliet.txt:1
distilld input_files/RomeoAndJuliet.txt:1
moans input_files/RomeoAndJuliet.txt:1
obsequies input_files/RomeoAndJuliet.txt:2
warning input_files/RomeoAndJuliet.txt:1
wanders input_files/RomeoAndJuliet.txt:1
muffle input_files/RomeoAndJuliet.txt:1
mattock input_files/RomeoAndJuliet.txt:3
wrenching input_files/RomeoAndJuliet.txt:1
deliver input_files/RomeoAndJuliet.txt:1
whateer input_files/RomeoAndJuliet.txt:1
hearest input_files/RomeoAndJuliet.txt:1
interrupt input_files/RomeoAndJuliet.txt:1
partly input_files/RomeoAndJuliet.txt:1
chiefly input_files/RomeoAndJuliet.txt:1
employment input_files/RomeoAndJuliet.txt:1
pry input_files/RomeoAndJuliet.txt:1
intend input_files/RomeoAndJuliet.txt:1
joint input_files/RomeoAndJuliet.txt:2
hungry input_files/RomeoAndJuliet.txt:1
intents input_files/RomeoAndJuliet.txt:4
savagewild input_files/RomeoAndJuliet.txt:1
fierce input_files/RomeoAndJuliet.txt:1
inexorable input_files/RomeoAndJuliet.txt:1
tigers input_files/RomeoAndJuliet.txt:1
bal input_files/RomeoAndJuliet.txt:9
friendship input_files/RomeoAndJuliet.txt:1
hereabout input_files/RomeoAndJuliet.txt:1
maw input_files/RomeoAndJuliet.txt:1
gorgd input_files/RomeoAndJuliet.txt:1
dearest input_files/RomeoAndJuliet.txt:1
morsel input_files/RomeoAndJuliet.txt:1
enforce input_files/RomeoAndJuliet.txt:1
rotten input_files/RomeoAndJuliet.txt:1
jaws input_files/RomeoAndJuliet.txt:1
despite input_files/RomeoAndJuliet.txt:2
cram input_files/RomeoAndJuliet.txt:1
opens input_files/RomeoAndJuliet.txt:1
haughty input_files/RomeoAndJuliet.txt:1
supposed input_files/RomeoAndJuliet.txt:1
creature input_files/RomeoAndJuliet.txt:1
died input_files/RomeoAndJuliet.txt:1
villanous input_files/RomeoAndJuliet.txt:1
bodies input_files/RomeoAndJuliet.txt:1
apprehend input_files/RomeoAndJuliet.txt:3
unhallowed input_files/RomeoAndJuliet.txt:1
further input_files/RomeoAndJuliet.txt:3
condemned input_files/RomeoAndJuliet.txt:2
tempt input_files/RomeoAndJuliet.txt:1
affright input_files/RomeoAndJuliet.txt:1
urging input_files/RomeoAndJuliet.txt:1
madmans input_files/RomeoAndJuliet.txt:1
conjuration input_files/RomeoAndJuliet.txt:1
felon input_files/RomeoAndJuliet.txt:1
provoke input_files/RomeoAndJuliet.txt:1
peruse input_files/RomeoAndJuliet.txt:1
betossed input_files/RomeoAndJuliet.txt:1
rode input_files/RomeoAndJuliet.txt:1
misfortunes input_files/RomeoAndJuliet.txt:1
triumphant input_files/RomeoAndJuliet.txt:1
lanthorn input_files/RomeoAndJuliet.txt:2
interrd input_files/RomeoAndJuliet.txt:1
keepers input_files/RomeoAndJuliet.txt:1
conquerd input_files/RomeoAndJuliet.txt:1
ensign input_files/RomeoAndJuliet.txt:1
crimson input_files/RomeoAndJuliet.txt:1
flag input_files/RomeoAndJuliet.txt:1
advanced input_files/RomeoAndJuliet.txt:1
liest input_files/RomeoAndJuliet.txt:1
sheet input_files/RomeoAndJuliet.txt:1
sunder input_files/RomeoAndJuliet.txt:1
unsubstantial input_files/RomeoAndJuliet.txt:1
lean input_files/RomeoAndJuliet.txt:1
abhorred input_files/RomeoAndJuliet.txt:1
monster input_files/RomeoAndJuliet.txt:1
paramour input_files/RomeoAndJuliet.txt:1
chambermaids input_files/RomeoAndJuliet.txt:1
yoke input_files/RomeoAndJuliet.txt:1
inauspicious input_files/RomeoAndJuliet.txt:1
worldwearied input_files/RomeoAndJuliet.txt:1
embrace input_files/RomeoAndJuliet.txt:1
seal input_files/RomeoAndJuliet.txt:2
righteous input_files/RomeoAndJuliet.txt:1
dateless input_files/RomeoAndJuliet.txt:1
bargain input_files/RomeoAndJuliet.txt:1
engrossing input_files/RomeoAndJuliet.txt:1
unsavoury input_files/RomeoAndJuliet.txt:1
guide input_files/RomeoAndJuliet.txt:1
dashing input_files/RomeoAndJuliet.txt:1
rocks input_files/RomeoAndJuliet.txt:1
seasick input_files/RomeoAndJuliet.txt:1
spade input_files/RomeoAndJuliet.txt:2
feet input_files/RomeoAndJuliet.txt:1
stumbled input_files/RomeoAndJuliet.txt:1
vainly input_files/RomeoAndJuliet.txt:1
grubs input_files/RomeoAndJuliet.txt:1
eyeless input_files/RomeoAndJuliet.txt:1
discern input_files/RomeoAndJuliet.txt:1
